sample,Sex,Mission Length Weeks,Diet,Group
Viv20_29_17394,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_368850,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_61532,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_538655,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_607423,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_834023,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_855880,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_328695,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_461691,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_82847,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_439352,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_725749,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_690709,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_304102,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_909752,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_844180,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_487550,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_205319,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_828353,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_942953,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_981497,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_38181,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_831479,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_138113,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_654730,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_505588,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_911744,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_408927,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_12962,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_573331,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_98555,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_445714,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_609993,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_350179,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_506951,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_514411,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_227057,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_233456,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_357953,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_939748,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_548939,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_50372,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_999709,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_737937,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_985071,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_796097,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_34224,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_941225,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_901696,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_246899,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_1086,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_535471,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_561158,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_204264,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_345769,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_640399,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_241558,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_887167,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_246330,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_874248,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_724992,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_923245,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_494535,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_668352,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_811256,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_440089,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_424560,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_984606,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_70760,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_855827,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_926638,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_333226,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_862065,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_755077,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_104725,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_874694,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_69393,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_184899,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_611193,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_817468,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_620280,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_198473,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_939258,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_325359,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_344660,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_203664,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_367416,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_888261,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_789928,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_790368,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_617529,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_956161,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_136187,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_483963,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_381925,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_237360,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_431532,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_171786,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_667109,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_137789,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_811052,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_579503,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_943250,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_527614,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_297731,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_87448,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_331816,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_396322,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_671740,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_20105,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_870026,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_362148,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_820127,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_682641,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_311901,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_797808,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_450529,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_702046,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_126892,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_275913,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_403288,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_901163,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_61887,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_868090,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_954170,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_680143,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_132284,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_851286,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv2_29_965926,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv20_29_746805,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv3_29_774847,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_309387,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_930479,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_880695,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_593108,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_861723,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_221644,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_591821,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_960675,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_819518,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_717187,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_695157,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_460786,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_278276,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_55209,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_521904,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_448783,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_266897,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_662981,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_766052,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_645680,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_608954,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_129733,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_507748,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_292945,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_387217,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_185750,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_395723,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_120460,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_506007,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_827521,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_437265,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_954606,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_548959,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_114872,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_159951,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_898662,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_220594,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_846783,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_404164,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_796,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_778713,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_167380,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_541310,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_631763,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_721965,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_227757,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_651915,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_672720,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_747313,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_539059,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_393619,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_206440,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_727042,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_530614,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_909567,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_446701,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_233665,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_689173,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_491502,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_979411,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_649479,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_66985,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_225225,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_370952,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_854376,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_871599,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_724744,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_857579,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_799287,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_977497,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_288765,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_682114,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_554663,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_917081,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_622988,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_139669,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_435044,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_765364,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_520542,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_990859,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_685608,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_309905,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_654368,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_462228,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_253368,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_155244,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_24709,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_328193,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_335294,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_949984,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_398509,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_776287,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_552921,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_462263,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_832384,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_950686,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_570498,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_298028,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_395106,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_938508,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_186584,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_525453,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_146287,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_862512,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_92742,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_473911,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_704916,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_858945,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_321037,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_371504,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_103868,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_73677,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_609305,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_892835,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_800420,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_126639,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_232823,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_297973,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_63010,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_438915,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_275708,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_120975,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_386908,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_916580,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_186440,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_496443,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_556370,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_76985,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_795992,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_622904,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_723922,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_87595,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_970183,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_390754,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_981653,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_787593,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_274125,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_541338,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_695225,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_308808,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_349646,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_82506,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_986167,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_727243,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_178908,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_939727,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_242210,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv17_28_132173,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv18_28_597267,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
Viv19_28_100152,male,10,Nutrient Upgraded Rodent Food Bar (NuRFB),Vivarium Control
CC1_20_3_212886,male,10,Standard chow (LLU),Cohort Control 1
CC1_3_3_128521,male,10,Standard chow (LLU),Cohort Control 1
CC1_4_3_756175,male,10,Standard chow (LLU),Cohort Control 1
CC1_5_3_885409,male,10,Standard chow (LLU),Cohort Control 1
CC1_20_3_129668,male,10,Standard chow (LLU),Cohort Control 1
CC1_3_3_466827,male,10,Standard chow (LLU),Cohort Control 1
CC1_4_3_450086,male,10,Standard chow (LLU),Cohort Control 1
CC1_5_3_982943,male,10,Standard chow (LLU),Cohort Control 1
CC1_20_3_87219,male,10,Standard chow (LLU),Cohort Control 1
CC1_3_3_946663,male,10,Standard chow (LLU),Cohort Control 1
CC1_4_3_442517,male,10,Standard chow (LLU),Cohort Control 1
CC1_5_3_254022,male,10,Standard chow (LLU),Cohort Control 1
CC1_20_3_450690,male,10,Standard chow (LLU),Cohort Control 1
CC1_3_3_252325,male,10,Standard chow (LLU),Cohort Control 1
